engine_temp_C,vibration_ms2,battery_voltage_V,engine_load_pct,rpm,oil_pressure_psi,coolant_temp_C,vehicle_age_years,mileage_km,failure
76.66,0.366,13.18,29.8,2603,33,90.09,10.5,188259,0
123.91,1.67,11.3,96.6,1792,10,101.48,6.1,52539,1
69.57,0.465,13.72,44,2206,51.6,73.71,2.6,51368,0
78.67,0.332,12.61,41.4,2720,46.3,93.71,11.9,161336,0
90.96,0.267,13.13,54.5,2656,50.8,90.39,4.3,81844,0
120.1,1.271,11.59,83.7,1251,10,115.54,6.9,122756,1
131.38,1.005,12.73,85.2,3719,45.1,125.41,9.7,158263,1
92.44,,13.49,52,2462,50.5,97.63,14.5,151779,0
89.22,0.289,12.39,37,2712,52.1,89.4,1,8910,0
120.35,1.035,11.4,78.6,3423,14.1,126.63,8,127318,1
117.99,1.642,11.19,96.3,3892,38.2,105.62,14.1,144635,1
88.7,0.286,12.76,55.6,2730,42.5,84.25,4.2,75360,0
83.76,0.451,14.34,53.8,2341,40.1,101.01,2.1,18740,0
89.58,0.338,13.55,84.1,2006,50,100.85,9.2,130779,0
80.03,0.562,13.35,66,2610,49.7,94.59,2.7,35363,0
103.36,0.979,10.97,100,4364,17.7,121.91,13.2,252932,0
75.1,0.514,12.74,52.5,2620,61.5,82.24,11,206339,0
84.65,0.418,12.85,58.3,2627,59.5,100.62,2.3,37529,0
76.89,0.425,14.14,48.5,2483,49.8,100.18,8.9,151407,0
73.86,0.203,13.26,66.7,2796,48.4,89.49,0.9,14718,0
122.23,0.971,12.29,82.4,3669,26.5,135.18,12.8,205324,1
87.13,0.378,12.48,58.3,2318,32.6,93.67,3.5,69449,0
92.83,0.425,12.84,57.4,2942,45.9,81.14,11.1,187035,0
138.32,1.436,10.67,90.4,3111,34,127.1,2,39500,1
89.08,0.291,13.69,99.1,2856,40.4,90.04,7.4,97365,1
90.51,0.456,14.38,45,2942,42.5,90.69,14,279163,0
89.45,0.456,14.17,44.9,2727,25.9,100,1.6,24289,0
76.74,0.386,13.38,65.4,2000,36.2,82.35,4.8,90201,0
126.33,1.162,11.59,77.5,1697,27.7,118.84,11.8,107712,1
146.79,0.665,10.51,77.8,2996,45.3,134.39,7.2,110639,0
85.07,0.364,14.53,38.7,2302,37.5,85.94,9.9,197729,0
64.14,0.565,14.07,62.4,2557,46.5,109.39,12.3,107997,0
86.6,0.407,13.58,62.6,2808,53.8,97.55,11.9,229833,0
160,0.986,10.69,76.7,3436,20.2,108.73,6.2,60776,1
81.4,0.631,14.22,65.7,2431,,99.7,6.7,134567,0
77.72,0.26,13.79,27.1,2404,44.7,95.84,8.8,100697,0
,1.66,10.99,66.1,2220,33.5,132.71,2.3,39954,1
134.06,1.399,10.85,75.2,1841,23.9,127.6,13.1,109224,1
140.67,1.135,10.45,64,1000,11.4,127.56,1.9,21230,1
72.42,0.486,13.24,28.8,1871,47.2,73.18,3.2,48455,0
92.31,0.302,14.38,50.4,2645,45.8,100.54,14.2,152320,0
125.55,1.446,12.34,89.4,1452,22.9,86.3,4.6,78565,1
83.58,0.438,13.52,74.2,2767,49.6,86.46,4,65094,0
88.39,0.48,14.27,46.8,1968,37.6,77.23,6.7,132621,0
95.29,0.512,14.39,66,2284,34,85.99,11,165163,0
93.72,0.557,13.54,64.5,1968,41,89.41,5.8,100037,0
73.57,0.393,14.74,73.3,2674,,80.43,13.2,117258,0
93.2,0.519,13.48,49.7,2760,42.7,70,2.7,22701,0
84.35,0.366,13.39,28,2635,55.2,91.66,2.2,33108,0
85.73,0.49,13.93,56.1,2066,51.2,106.69,1.6,32161,0
85.73,0.421,13.32,39.8,2202,49.3,87.19,4.8,54176,0
83.5,0.445,13.54,44.1,2594,46.8,97.67,3.4,27218,0
96.92,0.442,14.2,50.5,1825,41.5,102.04,7.2,86926,1
84.16,0.24,13.51,49.9,2404,38.2,74.8,14.9,251983,0
73.8,0.288,12.65,57.1,3107,35.4,86.34,13.1,230809,0
81.06,0.41,13.68,65.5,2428,39.4,79.79,13.5,234133,1
86.79,0.231,13.15,49.5,1905,44.7,83.55,12.5,112549,0
143.49,,10.87,87.3,3368,22.2,130.22,4.4,76586,0
91.03,0.487,13.85,55.2,2248,46.4,91.79,3.8,33959,0
76.49,0.433,14.24,69,3356,43.4,96.31,11.1,220600,0
160,1.086,11.22,73.8,2162,14.9,113.26,9.2,114315,1
87.65,0.538,14.05,53.8,2792,54.3,80.32,3.5,56944,0
141.85,1.747,9.79,77.9,1214,10,130.19,14.5,200671,1
83.48,0.415,13.9,52.6,2980,41.9,100.02,6.7,72415,0
90.33,0.451,14.48,43.2,2047,26.2,92.54,12.3,188703,0
129.05,0.876,9.66,72.4,3685,22.9,113.33,1.6,12862,1
97.18,0.453,14.4,66.6,2871,51.1,80.12,1,14201,0
95.57,0.388,13.23,38.8,2439,34.2,95.65,7.1,60204,1
93.72,0.397,13.07,50.2,2956,35.2,100.77,2.2,33052,0
81.85,0.491,13.65,70.2,2321,31.4,93.24,14.7,198257,0
99.99,1.809,11.39,72.6,500,25.3,99.7,12.3,229980,1
88.33,0.26,13.96,67.4,2891,42.3,103.09,7.1,138792,0
139.28,0.75,10.72,82.4,3064,13.9,116.18,14.7,232501,1
82.77,0.282,13.72,39.2,2741,42.1,93.1,4,40429,1
116.19,1.708,10.66,58,2048,12.3,132.25,10.3,147757,1
135.45,1.38,10.9,99.6,3689,28,116.71,0.8,6048,1
114.9,0.702,11.39,75.9,1402,23.5,91.17,5.9,101542,1
76.63,0.464,13.12,66.2,3128,35.5,90.94,1.7,14017,0
83.6,0.574,13.76,40,2767,39.4,90.41,5.8,103083,0
88.08,0.466,14.08,74.8,2220,38,101.51,6,67266,0
79.75,0.42,12.76,88.1,2118,56.2,93.67,5.9,65342,1
98.52,0.441,13.68,29.7,2289,,101.58,6.5,59079,0
116.11,1.417,11.39,67.8,1451,31.6,114.78,9.4,153274,1
85.39,,13.81,66.6,2595,58.7,89.41,3.2,40233,0
70.64,0.389,13.19,62.7,2531,56.6,91.55,3.9,35396,0
96.72,1.49,11.91,95.9,1339,18.4,120.93,9.9,116847,1
87.81,0.283,13.9,46.4,2164,41.7,79.62,7.3,138423,0
63.67,0.367,13.21,84.8,2472,42.1,97.25,2.8,23977,0
95.13,0.511,13.34,56.8,1678,37.4,84.98,11.9,190982,0
83.42,0.457,12.39,36.7,2558,58.9,83.26,14,196138,0
150.44,0.909,12.29,90,2257,20.7,125.61,7.2,109955,1
108.08,0.415,13.91,36.9,1930,51.9,82.94,9.4,119421,0
83.19,0.452,13.5,78.9,2693,50.5,93.02,12.3,169786,0
83.94,0.32,12.74,45.1,2256,42.6,86.09,14.5,247680,0
94.96,0.369,14.1,62.4,2821,59.5,71.14,14.6,200800,0
136.62,1.346,10.81,71.2,3335,10,117.3,13.9,173729,1
68.62,0.428,13.27,45.8,2662,44.4,91.01,12.3,139465,0
67.14,0.432,14.66,26.3,2526,41.1,74.72,6.7,89469,0
123.71,1.017,11.45,84.6,4098,38.3,110.75,10.2,152214,1
90.83,0.362,13.87,74.5,2639,47.8,75.54,11.6,144548,0
112.76,1.326,10.42,71.5,1271,10,135.75,1.8,34474,1
150.26,1.081,10.68,69.8,3785,38.5,128.41,2.2,43639,1
73,,13.64,67,2352,48.9,96.8,10.7,112104,0
61.84,0.377,13.69,30.3,2565,36.7,97.91,10.2,159990,0
135.3,0.819,10.3,99.1,2936,31.8,114.97,12.2,127319,1
101.78,1.157,10.92,70.9,839,13.1,133.41,3.2,46034,1
64.82,0.429,14.26,38.5,2580,43.6,89.93,14.1,179114,0
118.49,0.831,9.44,98.2,3716,20.8,119.23,4,43300,1
118.77,1.216,11.98,73.1,3827,18.4,130.35,2.5,29765,1
83.78,0.336,13.91,44.4,2334,41.4,99.4,5.2,49324,0
80.42,0.421,13.85,60.3,1708,32.1,86.88,12.2,109454,0
132.16,1.121,11.64,56.1,1086,25.5,96.23,0.9,12188,1
117.09,1.454,11.3,100,2911,10,103.68,3.8,67381,1
,0.923,11.37,84.4,3484,34.9,121.1,14.4,232496,1
131.92,1.431,11.62,57.8,2682,10,111.55,0.7,11307,0
90.21,0.552,13,39.7,2105,45.4,96.66,4.5,59160,0
88.22,0.413,13.13,69.9,2355,45,74.68,5.2,71160,0
86.68,0.488,12.88,64,3118,48.2,84.63,13.9,114758,0
75.05,0.605,13.26,75.8,2071,51.9,82.29,12.8,247626,0
83.18,0.331,13.2,44.8,2505,53.4,100.01,7.2,84122,0
63.23,0.39,12.31,59.4,2732,32.1,88.33,5.1,96851,0
127.14,0.849,11.13,88.2,2105,18,112.08,14.2,235553,1
99.29,0.205,14.61,65.4,2811,61.1,94.31,3.2,47618,0
70.26,0.369,13.8,71.9,2938,46,85.26,7.4,98920,0
79.14,0.488,13.4,44.2,2846,38.3,89.88,6.6,77991,0
88.29,0.454,13.47,53.3,2016,44.4,104.51,14.1,220182,0
97.53,0.462,13.29,45.8,2644,41.9,104.29,11.5,225091,0
80.52,0.362,13.55,54.2,2839,35.6,86.74,7.2,127428,0
78.08,0.334,13.48,65.5,2117,52,88.54,9.3,118079,0
65.31,0.527,13.08,30.2,2268,49.7,85.05,13.7,188305,0
86.03,0.35,14.34,71.6,2179,34.3,74.59,12.6,170988,0
159.98,1.328,11.42,69.2,4241,31.9,127.46,9.4,104744,1
87.77,0.416,13.86,50.4,2472,40.5,109.37,13.8,250204,0
110.22,1.155,10.39,100,3572,10,119.85,6,98115,1
88.22,0.497,14.45,59.9,1987,33.7,83.47,11.1,168864,0
84.89,0.27,13.67,60.1,2473,34.9,87.82,0.7,9684,0
76.87,0.281,13.32,37.3,2273,44.5,90.68,9,97303,0
93.23,0.458,13.38,39.3,2597,41.3,80.92,2.5,38978,0
87.26,0.394,13.52,69.1,2043,37.3,86.33,8.1,87839,0
85.18,0.354,12.93,46.2,2571,41.9,98.12,4.1,33026,0
75.25,0.502,13.12,47.6,2324,51,91.02,6,52973,0
125.17,1.076,10.45,99.4,3366,24.8,132.47,12,195715,1
91.65,0.405,13.04,39.3,1969,53,92.92,1.3,16913,0
135.93,0.794,12.3,94,2820,18.6,103.67,8.3,86878,1
95.02,0.362,13.65,55.6,2417,57.8,85.39,2.6,28229,0
80.02,0.557,12.51,55,2548,47.8,91.99,8.8,122783,0
119.97,1.348,10.28,80,2099,21.5,115.24,9.7,182751,1
77.4,0.466,13.78,46.3,2623,45.7,79.98,3.1,35251,0
112.07,1.117,10.68,59.2,769,12.7,113.65,0.6,9305,1
89.72,0.262,13.18,62.2,2923,42.6,94.13,1.7,31142,0
66.69,0.366,13.29,45,2323,48.4,87.07,10.5,145566,0
126.04,1.649,10.46,93.9,3933,37.4,131.2,6,50042,1
105.9,1.018,10.78,74.8,1667,28.3,104.62,5.9,103691,1
84.14,0.383,13.59,39.1,2650,66.9,70.34,10.5,195402,0
141.9,1.012,12.23,85.3,1652,14.3,107.67,7.7,64539,1
81.73,0.496,13.13,48.8,2657,31.6,103.18,9.7,91480,0
74.57,0.518,13.34,70.1,2497,54.7,90.28,13.8,125086,0
73.28,0.284,13.47,49.5,2826,49.9,79.02,7.8,83630,0
89.64,0.28,13.16,50.9,2173,46.9,77.01,9.8,136054,0
105.77,1.237,10.77,98.5,1104,19.4,126.16,9.8,82118,1
127.13,1.595,11.31,96,3303,30.5,108.96,8.3,82765,1
76.15,0.37,13.23,79.9,2928,58,102.33,10.1,130601,0
86.81,0.468,13.91,73.9,2438,46.6,95.23,12.6,196489,0
145.99,0.692,10.51,77.1,3749,16.5,110.16,12.2,231019,1
90.86,0.189,13.09,69.8,2079,17.4,99.34,1.3,23892,1
80.88,0.358,13.72,77.9,2526,48.1,82.61,14.3,123659,0
87.57,0.406,13.95,78,2091,37.1,78.42,12.8,250614,0
113.78,1.472,11.84,100,800,17.9,103.77,14.6,163288,1
85.08,0.284,13.1,69.5,2339,38.5,96.15,3.3,40971,0
81.74,0.218,13.73,50.5,2678,38,99.1,8.3,73625,0
83.36,0.349,13.3,42.4,2721,38.9,86.83,6.9,132290,0
115.48,1.638,10.99,78.8,4165,13.7,103.55,6,86810,1
75.07,0.526,14.24,30,1865,51.2,77.55,6.4,90774,0
74.84,0.519,12.2,75.1,2497,49.6,81.46,13.6,111301,0
98.03,1.224,10.83,78,3064,21,101.79,10.6,85458,1
69,0.285,12.63,74.4,1887,36.4,92.12,5.2,84314,0
72.83,0.45,14.72,36.5,2506,48,105.5,6,82638,0
86.59,0.464,13.27,71.2,2400,53.4,96.37,7.3,102773,0
76.07,0.44,13.87,47.6,2705,53.3,80.97,5.8,91980,0
90.14,0.199,13.48,35.7,2532,37,84.44,3.5,34579,0
85.35,0.313,13.1,79.4,2280,52.9,86.01,6.8,136115,0
65.31,0.397,13.04,71.6,2870,30.8,93.11,1.7,14827,0
91.55,0.449,14.29,58.2,1612,43.4,102.57,12.9,144545,0
93.11,0.477,13.98,55.5,2474,48.9,86.26,12.5,203434,0
132.56,0.854,11.94,98.5,2415,17.5,139.79,13.4,190626,1
89.2,0.433,13.53,57.9,2135,61.7,106.83,7,63798,0
76.44,0.408,13.64,43.1,2710,55.6,87.2,9.9,171993,0
85.98,0.469,13.37,48.8,1990,50.2,86.99,12.2,240554,0
72.36,0.431,13.36,84.4,1931,37.3,87.12,5.1,69279,0
67.07,,12.98,95.1,3453,44.5,90.5,9.7,106887,1
114.22,1.017,11.48,100,3096,23.2,103.56,6.9,63622,1
83.76,0.408,13.11,62.2,3160,36,97.07,5.9,61927,0
108.12,1.566,11.33,74.7,3562,24.8,99.53,13,152110,1
73.16,0.427,13.59,43,2290,52.3,85.72,9.5,97932,0
125.9,1.422,10.39,82,1424,10,117.77,9.5,154667,1
87.69,0.534,14.34,46.7,3035,47.7,96.96,2.8,22960,0
132.8,1.06,12.3,100,1200,10,140,5.5,71393,1
86.83,0.335,13.88,82.1,2296,,79.69,12.7,158598,0
78.3,0.488,14.53,66.2,2839,41,84.78,3.6,66649,0
149.96,0.578,10.74,78.3,1838,34.5,108.29,14.6,164272,1
106.77,,10.69,100,3927,19,116.82,12.6,188293,1
89.88,0.434,13.35,51.4,2706,46,75.85,4.4,35289,0
96.82,0.452,13.61,22.7,3223,39.5,85.83,2.1,39321,0
89.81,0.275,12.84,59.3,2571,40.8,88.17,3,46272,0
82.97,,13.75,42.4,2589,55,93.76,4,70303,0
79.72,0.339,13.64,42.9,2629,35.8,87.61,3.9,58548,0
95.36,0.351,13.51,51.2,2443,,93.76,0.7,13092,0
70.77,0.494,14.01,47.5,2839,45,90.91,10.9,97985,0
110.92,1.631,10.65,82.8,3219,24.1,115.48,14.7,242393,1
81.02,0.398,14.32,53.8,2815,35.3,76.51,4.7,45536,0
97.38,0.345,13.95,26.9,2878,35.8,94.67,0.7,10980,0
88.8,0.265,13.46,77.8,2671,39.1,103.17,13.8,273943,0
75.32,0.542,13.43,40.2,2701,43.8,110.28,3.5,35479,1
81.9,0.459,13.74,40.7,2096,49.8,97.48,0.6,6686,0
78.86,0.329,14.26,50.1,2280,42.6,101.66,3.7,39507,0
77.9,0.472,13.55,53.4,2837,43.1,93.69,2,26000,0
94.79,0.393,13.57,76.9,3069,44.3,92.42,11,152871,0
71.28,0.371,13.51,59,1724,48.8,90.89,0.5,5196,1
101.09,0.444,14.39,63.5,2273,50.2,89.15,6.9,57501,0
146.64,0.992,10.46,90.7,1433,14.9,124.68,7.6,92359,1
95.91,0.366,13.49,58.5,2148,42.7,85.84,11.9,149388,0
80.37,0.412,14.23,59.6,2171,54.8,88.82,8.1,101690,0
83.5,0.35,13.57,26,2690,34.5,80.58,2.3,36892,0
123.02,0.961,11.44,80.7,2124,33.6,127.32,6.7,89464,1
79.75,0.587,13.04,72.4,1687,43.6,82.33,14.1,130600,0
89.94,0.325,13.4,100,2432,40.5,90.27,3.9,75480,1
97.96,0.233,14.24,36.9,2685,57.7,94,4.8,79452,0
113.79,0.991,10.65,97.4,3338,19.1,129.8,13.2,138918,1
81.34,0.385,13.42,46.4,2628,57.1,96.17,11.9,228665,0
122.93,1.294,11.62,100,2641,19.9,122.28,4.8,95216,1
71.04,0.421,13.01,34.7,2512,48.7,93.89,10.8,111689,0
90.91,0.413,13.29,64.4,3025,40.4,86.11,1.7,21792,0
117.02,1.023,10.99,54.7,3263,10.5,92.57,8.4,73914,1
111,0.679,11.36,84.8,3594,24.9,116.45,13.1,181044,1
118.46,1.426,12.65,75.3,2979,29.5,117.69,12.7,221933,1
77.11,0.414,14.27,71,2860,49.8,98.11,3.4,64861,0
84.93,0.357,13.07,38.8,2452,48,89.8,8.2,119702,0
109.38,1.047,12.02,100,2117,10,94.22,6.3,74781,1
81.28,0.447,13.84,55.3,2375,38.5,89.27,8.6,128601,0
77.72,0.527,14.26,59.1,2735,51.8,97.09,1.6,14910,0
88.2,0.428,13.86,69.4,2659,29.3,93.81,14.7,265479,0
101.54,0.315,13.65,35.8,2102,47.3,88.83,8.7,123547,0
86.4,0.404,13.83,67.2,2125,44.1,76.69,2.2,44124,0
94.96,,13.84,46.5,2489,51.8,81.79,9.8,125720,1
71.1,0.506,13.04,71.4,2764,48.3,93.82,0.6,9693,0
138.02,1.019,11.38,89.9,2567,16.6,107.09,0.6,7172,1
74.03,0.223,14.23,51.9,2621,39.3,87.45,3.1,30270,0
70.23,0.37,13.4,46.1,2903,40.8,90.31,4.4,75535,0
112.89,0.878,10.18,95.9,561,29.5,124.67,4.3,69353,1
96.92,0.367,13.38,73.9,3305,26.6,94.92,6.9,120270,0
94.5,0.372,12.34,47,2742,46.3,97.7,7.9,156931,0
145.87,1.106,12.23,69.1,1906,10,125.67,6.6,131900,1
69.67,0.457,13.65,65.4,2434,46.5,83.24,5.9,113382,0
109,1.257,11.29,61.6,576,31,109.57,10.2,191448,1
111.29,1.226,10.23,67,1248,10.5,111.59,4.1,47644,1
143.02,1.198,11.09,61.2,2053,21.7,114.06,9.6,130810,1
66.56,0.498,13.88,48.8,2104,46.2,84.45,14.4,123044,0
126.56,1.478,13.45,72.8,3232,28.1,117.38,7.3,118996,1
84.36,0.574,14.19,25.9,2219,44,90.18,7.9,115145,0
121.44,1.326,10.04,71.8,3443,10,132.34,11.1,182309,1
63.04,0.434,13.93,64.6,2506,36.5,95.26,7.9,127050,0
83.38,0.387,13.17,35.9,2936,34,83.82,2.6,29134,0
86.43,0.393,13.21,49.9,2256,49.4,91.21,9.4,126602,0
93.5,0.374,13.27,84.2,1951,44.1,103.21,7.9,72951,0
91.93,0.37,13.85,54.3,2617,44.6,94.92,14.3,128871,0
90.83,0.453,13.98,60.1,2478,31.4,77.21,1.8,24993,0
114.68,1.417,11.76,64.9,3791,34.2,105.56,8.3,121447,1
65.92,0.292,13.46,87.5,2318,50.1,82.06,9.4,111696,1
81.07,0.288,13.73,46.9,2396,30.3,101.53,9.5,82920,0
95.02,0.605,13.78,51.6,2440,40.7,100.05,1.4,21767,0
98.93,0.453,14.09,74.8,2536,32.4,85,5.3,84732,0
92.11,0.43,12.86,52.3,2343,41.6,84.83,4.3,51031,0
89.29,0.294,13.51,55.7,2278,37.8,90.36,10.4,82979,0
124.79,1.338,11.35,80.3,3066,33.1,113.2,11.2,174483,1
79.44,0.388,13.47,50.9,2274,46.4,82.3,3.5,31266,0
83.7,0.421,13.39,60.6,2786,55.3,88.01,12.5,133280,0
101.69,0.302,13.48,63.3,2840,44.6,78.37,7.5,82669,0
103.8,0.925,11.85,82.1,1561,19,116.84,4.3,48142,0
101.15,0.358,12.76,43.5,3020,40.5,75.92,4.8,74635,0
113.07,1.152,11.05,71.2,3651,10,92.66,4.3,38676,1
142.46,0.828,10.39,62.1,2516,37.2,131.85,9.3,145852,1
70.93,0.246,13.28,31.1,1839,54.9,80.1,8.1,112509,0
149.23,1.258,11.8,94.9,1851,26.2,101.31,14.1,171951,1
131.19,1.137,10.71,100,1450,,118.83,4.5,68146,0
70.85,0.312,13.07,68.1,2014,37.2,95.4,5.1,94776,0
87.19,0.318,14.21,19.3,1596,54.1,88.23,0.6,8628,0
95.09,0.378,14.31,51.3,2342,49.6,104.23,4.8,47648,0
123.08,0.793,10.81,69.4,4138,40.9,129.57,4.1,60797,1
127.97,1.118,11.96,90.6,3303,,118.57,6.3,85086,1
117.77,0.797,10.04,88.4,3454,,130.71,7.7,148254,1
84.13,0.576,12.04,63.9,2280,49.4,107.05,10.2,154511,0
90.48,0.349,12.78,54.7,2997,42.3,98.47,3.3,27646,0
94.5,0.228,13.89,26.6,1943,55.9,90.35,8.6,80957,0
84.41,0.483,14.51,40.5,2243,48.2,95.03,11.1,159218,0
140.77,1.602,11.6,89.2,1584,10,108.42,4,70120,1
87.24,0.439,13.66,56.4,2698,44.1,87.83,5.6,51157,1
81.54,0.291,13.49,33.9,2572,37.4,79.57,3.5,51367,0
119.5,0.951,13.05,69.5,3570,31.1,118.94,2.1,28340,0
82.37,0.288,14.57,55.8,2512,50.6,106.49,11.5,141646,0
81.64,0.464,13.21,33.9,2285,52.9,80.37,4,35769,0
94.6,0.265,12.5,30,2156,46.8,84.76,5.8,108175,0
89.62,0.37,12.45,48.3,2068,39,89.25,4.1,70204,1
73.21,0.3,14.16,47.7,2814,48.1,89.52,1.1,21631,0
118.75,0.993,11.86,64.1,3301,21.4,126.52,11.1,110835,1
91.72,0.363,13.59,44.4,2626,29.2,86.25,9.8,146141,0
100.28,0.418,12.6,55.2,2561,45.9,93.56,7.4,60943,0
93.88,0.402,13.12,44.2,2676,43.5,99.14,10.3,104139,0
92.61,0.301,13.35,56.1,2398,52.6,100.13,12.8,223149,0
85.6,0.463,13.6,49.3,2307,48.1,87.86,9.5,108342,0
88.88,0.395,13.3,57.5,2174,48.9,94.89,13.6,141492,0
150.25,0.835,10.14,91,804,16.1,97.69,3.4,49638,1
71.67,0.624,13.11,67.6,2051,45,84.23,13.3,211151,0
81.51,0.448,14.1,74.3,2354,52.5,80.61,8.4,127991,0
77.27,0.385,13.62,67.6,1859,44.5,89.63,12.7,116744,0
88.79,0.542,13.81,58.6,1947,46.4,83.13,11.3,216279,0
97.3,0.584,13.05,48.5,2917,32.7,77.83,1.3,13527,0
79.03,0.385,12.02,49.2,2590,44.5,86.91,12.6,241636,0
61.1,0.435,13.24,41.8,2319,28.9,76.17,5.4,74417,0
80.88,0.301,13.07,55.1,3409,40.9,100.62,6.6,61282,0
94.13,0.385,13.67,65.5,1841,45.5,85.54,0.7,6463,0
90.38,0.38,15,44.1,2890,51.1,97.88,11.5,151472,0
89.28,0.418,13.85,54.4,2455,37,86.06,7.3,145246,0
82.2,0.433,14.87,44.8,2814,48,80.44,14.1,263142,0
110.2,1.197,12.53,88.4,3819,,125.66,4.6,90404,1
90.15,0.424,13.19,46.8,1751,39.9,90.71,7.7,103533,0
76.66,0.279,13.67,43.9,2538,32.6,105.1,6.5,104399,0
106.84,0.306,14.39,44.8,2634,47.3,86.27,12,170559,0
149.7,0.908,12.38,90,3089,14.7,116.68,8.3,69068,1
79.19,0.372,13.21,53.5,3278,38.4,98.04,7.2,69547,0
113.76,1.468,10.46,84.2,4013,23.1,127.07,14.2,162555,1
142.98,1.275,9.91,92.2,1651,49.8,128.11,6,70312,1
114.38,1.426,12.57,84.6,846,24.4,140,7.6,124257,1
140.88,1.592,10.85,100,1593,25.9,119.68,8.5,142102,1
86.86,0.37,13.52,40.4,2936,41.5,79.84,1.3,17174,0
134.07,1.579,11.71,83.6,1590,11.1,103.54,8.1,102071,1
103.9,0.386,13.68,33.9,2496,60.5,87.8,5.4,54362,0
85.49,0.426,13.71,49.8,2143,40.8,102.15,9.9,84307,0
92.69,0.377,13.54,29.8,2414,41.9,88.51,9.8,147726,0
125.59,1.309,10.13,94.4,1214,36.3,137.98,10.8,131671,1
88.63,0.245,13.41,66.5,2729,49.6,93.48,6.3,86272,0
88.11,0.364,14,66.8,2160,52.9,98.67,2,37985,0
66.1,0.43,13.87,55.4,2726,37.8,93.1,6.9,109968,0
105.15,0.453,13.01,41.8,2164,40.8,93.03,8.5,147551,0
97.91,0.549,12.99,43,2395,,96.02,0.9,8740,0
,1.337,11.09,99.6,1715,38.8,113.51,8.4,67652,1
73.98,0.548,13.87,76.5,2218,54.8,85.55,6.3,60529,0
88.48,0.334,13.57,56.8,2760,40.2,92.8,7.4,128054,0
85.87,0.533,13.18,47.3,2721,42.1,105.53,4.9,65276,0
88.56,0.482,13.63,75.5,2392,42.4,77.67,7.6,80689,1
145.34,1.243,11.44,73.5,2130,19.8,102.77,13.3,259655,1
90.06,0.431,13.94,58.4,2531,39.6,87.89,11.9,165031,0
99.47,0.395,13.67,75.3,2941,51.2,98.25,9.4,117223,0
90.68,0.463,13.34,42.5,3217,38,90.41,9.6,189079,0
74.5,0.378,13.62,67.4,2403,45.7,80.65,13.5,129479,0
98.63,0.369,14.16,62.8,2758,34.5,90.63,7.5,113285,0
101.41,0.537,13.22,54.4,2245,43.8,76.14,8.3,141350,1
116.52,0.39,13.7,40.1,2087,40.5,95.03,13,250231,1
97.3,1.021,11.83,72.1,1536,10,113.75,11.4,206073,1
87.43,0.377,13.71,59.3,1955,51.3,89.34,6.8,77779,0
64.18,0.567,13.17,33.6,2125,51.8,93.42,4.9,54804,0
90.53,0.332,13.56,57,2737,37.2,91.65,8,73453,0
79.52,0.339,14.05,63.1,2295,43.3,85.67,2.2,22509,0
152.65,1.674,9.91,94.9,2103,19.9,137.28,10.4,173751,1
77.25,0.356,12.84,34,2620,30.5,96.38,7.2,82987,0
68.11,0.56,12.85,74.7,3240,33.8,75.81,9.1,121417,0
117.08,1.649,10.02,100,1211,42.9,112.65,12.8,207943,0
65.25,0.385,13.8,61.2,2946,36.5,81.36,5.7,90550,0
125.11,1.317,9.68,72.2,4133,27.4,112.59,7.7,135044,1
64.35,0.398,13.35,50.1,2625,34.2,94.28,8.6,74448,0
85.28,0.41,13.81,54.3,2966,50.3,86.65,4.6,67824,0
64.22,0.517,13.71,59.1,2768,42.5,88.86,4.5,83900,0
111.71,1.289,12.22,79.2,1896,29.4,123.28,8.1,101445,1
101.43,0.332,13.6,59.2,2582,59.8,92.96,4.2,43548,0
88.61,0.48,13.55,53.6,2715,35,95.43,13,114626,0
76.37,0.477,13.39,59,2231,49.8,107.36,14.9,287728,0
84.69,0.507,13.39,48.1,2214,49.4,88.55,3.6,28621,0
125.99,0.822,12.84,80.8,3750,46.5,93.62,8.8,154758,1
89.73,0.206,13.9,46.4,3246,36.4,85.97,2.6,29141,0
71.33,0.384,14.74,83.8,2128,40,96.78,3.2,34809,0
90.93,0.284,13.25,77,2232,51.5,83.82,11.6,114794,0
60,0.38,13.46,63.3,2957,43.4,78.14,3.4,35058,0
78.7,0.498,12.83,74.9,2713,41.3,83.99,11.4,160963,0
80.12,0.431,13.1,67,2771,52.7,85.73,6.4,117669,0
91.33,0.515,14.45,57.7,2859,42.9,81.34,7.5,92483,0
143.74,1.392,10.96,60.8,916,10,120.26,4.3,72218,1
70.94,0.27,14.46,51.1,2632,50.8,89.37,8.5,92723,0
101.8,0.712,10.22,70.8,3884,26.8,113.08,5.3,100044,1
124.36,0.975,10.81,61.2,3548,25.8,109.16,3,57493,0
84.21,0.379,13.33,32.7,2626,42.1,94.46,2.5,23402,0
79.21,0.302,13.47,62.4,2995,37.7,86.06,15,270897,0
80.19,0.23,13.96,59.9,2366,50.8,80.96,5.5,90517,0
91.96,0.327,13.73,37.5,2561,42.1,85.66,12.2,154894,0
107.92,0.709,11.84,71.1,1092,17.6,100.39,5.5,98196,1
84.12,0.467,13.43,72.4,2386,34.7,104.31,9.5,179617,0
106.7,0.419,13.34,41.8,2771,48.1,91.14,12.7,177204,0
70.76,0.561,13.04,57.6,2228,40.9,83.64,10.6,149413,0
66.48,0.296,13.06,52.2,3033,28.9,86.98,1.5,24703,0
